V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40
1	15.8999996185303	9.30000019073486	-8.30000019073486	23.6000003814697	13.5	12.5	24.6000003814697	17.7999992370605	23.4499998092651	11.5	23.2999992370605	50.2000007629395	-11.6000003814697	-37.7999992370605	-17.3999996185303	-15.8000001907349	8.39999961853027	12.3000001907349	9.89999961853027	10.3000001907349	13.1999998092651	15.6999998092651	10.6000003814697	12.8000001907349	11.8999996185303	23	16.5	-11.3000001907349	10.1999998092651	7.80000019073486	-7.90000009536743	19.5	15.5	14.4499998092651	15	12	9.69999980926514	14.6999998092651	10.6000003814697	0
2	NA	25.6000003814697	13.3000001907349	14.5	-19.2000007629395	25.6000003814697	39.5999984741211	42.2000007629395	43.2000007629395	17.1499996185303	-44.4000015258789	-61.0999984741211	-22.7000007629395	15	7.5	28.8000001907349	24.1000003814697	43.2000007629395	16.5	-13.1999998092651	-20.25	48.2000007629395	13.3000001907349	20	12.3999996185303	11.75	-22.25	-5.90000009536743	-10.1000003814697	-10.3000001907349	16.5	21.9499998092651	-12.8999996185303	34.0999984741211	-19.4500007629395	-31.5499992370605	16	33.0999984741211	16.8999996185303	0
3	NA	NA	15.1999998092651	-12.6000003814697	23.5	-12.6000003814697	-20.7000007629395	-25.7000007629395	-18.9500007629395	12.8999996185303	21.5	15.5	12.75	19	14.5	-11.3000001907349	6.90000009536743	-18.4000005722046	10.6000003814697	11.75	14.1500000953674	-24	13.5	-5.30000019073486	11.3000001907349	-10.1999998092651	13.8999996185303	13.1999998092651	12.5999999046326	13.3999996185303	12	-30.2999992370605	11	-11	23.1000003814697	14.6999998092651	7.09999990463257	-6.59999990463257	7.75	0
4	NA	NA	NA	9.69999980926514	16.5	26.1000003814697	-0.599999904632568	-15.6000003814697	-16.3499994277954	13.6999998092651	-19.2000007629395	-22.7000007629395	-1.60000014305115	18.9499998092651	29.1000003814697	9.60000038146973	16.8999996185303	-13.6500000953674	10.9000000953674	6.09999990463257	-10.3999996185303	-12.6999998092651	7.5	10.0999999046326	12.8499999046326	11.6999998092651	-14.1999998092651	-15.6500000953674	-8.80000019073486	17.8999996185303	14.5	-26.7000007629395	-11.6000003814697	-14.1000003814697	-15.5	-20.7000007629395	11.25	16.3999996185303	15.1499996185303	0
5	NA	NA	NA	NA	11.5	-11.8000001907349	-12.8000001907349	-14.6000003814697	-12.75	19.5	19	-13.1000003814697	-11.6000003814697	-19.5	17.3999996185303	-10	-7.09999990463257	-15.1999998092651	11.3000001907349	10.1000003814697	8.30000019073486	-13.6999998092651	8.60000038146973	10.3000001907349	8.60000038146973	10.9499998092651	9.30000019073486	8.15000009536743	-7.19999980926514	-12.3999996185303	11.3000001907349	13.8999996185303	-10.5	-11.1000003814697	11.3999996185303	12.5	10.8000001907349	-12.6999998092651	10.1999998092651	0
6	NA	NA	NA	NA	NA	15.5	-17.7000007629395	-18.2000007629395	-9.80000019073486	-29.7999992370605	-9.10000038146973	21	-11.1499996185303	-16.1000003814697	-13.6000003814697	13.8499999046326	12	23.5	-6.80000019073486	10.3000001907349	9	27.8000001907349	-8.19999980926514	12	8.89999961853027	13.4499998092651	7.40000009536743	9.5	-14.1999998092651	-14.1999998092651	8.80000019073486	17.3999996185303	8.30000019073486	12.1000003814697	-9.29999971389771	-15.3000001907349	10.5	11.8000001907349	13.3999996185303	0
7	NA	NA	NA	NA	NA	NA	8	57.7000007629395	48.7000007629395	12.1999998092651	-64.0999984741211	0	-70.6499977111816	0	-12.1000003814697	25.9499998092651	18	29.5	12.5	-8.10000038146973	-16.1000003814697	36.3499984741211	11	18.5	14.5	-9.85000038146973	-19.2000007629395	11.8000001907349	14.8000001907349	21.25	6.19999980926514	14.3999996185303	7.30000019073486	18.1999998092651	-39.3500003814697	-25.75	24.5	12.4500002861023	15.5	0
8	NA	NA	NA	NA	NA	NA	NA	29.6000003814697	-13.8999996185303	-28.5500001907349	-60.8499984741211	-78.1999969482422	-37.4000015258789	-23.7000007629395	-9.60000038146973	20.6999998092651	17	27	-13.6999998092651	-9.65000009536743	-19.6500005722046	43.7000007629395	12.3999996185303	19	12.3000001907349	-10.8000001907349	-25.7999992370605	10.8000001907349	22.8000001907349	19.25	13.4000000953674	24.1000003814697	-9.25	6.90000009536743	-35.7999992370605	-18.9500007629395	23.1999998092651	11.8999996185303	13.8000001907349	0
9	NA	NA	NA	NA	NA	NA	NA	NA	21.3999996185303	17.3999996185303	-53	-79.8000030517578	-33.8000011444092	0	-17.2999992370605	9.5	18.7999992370605	24.3500003814697	15.8000001907349	-9.69999980926514	-18.2000007629395	46.7000007629395	23	18.8999996185303	14.75	8.55000019073486	-22.4500007629395	-18.6000003814697	24.6000003814697	25.5	7.65000009536743	27.6000003814697	-16.1000003814697	12.8000001907349	-36.4000015258789	-8.15000009536743	19.4499998092651	14.4499998092651	12.4499998092651	0
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	17.5	-45.9000015258789	-33.7999992370605	-12.1999998092651	11.25	19.3999996185303	13.5	13.8999996185303	13	-8.5	-9.69999980926514	25.1000003814697	6.80000019073486	13	13.8999996185303	-9.89999961853027	-9.80000019073486	-10.6000003814697	10.8000001907349	17.2999992370605	13	-6.80000019073486	-11.1000003814697	7	-11.6000003814697	19	13.5	11.6000003814697	10.6000003814697	0
