V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60
1	15	-24.7000007629395	34.0999984741211	32.0999984741211	-5.34999990463257	-15.3499999046326	29.1000003814697	26.6000003814697	7	26.1000003814697	17.5	44.2000007629395	14	25.9499998092651	-20.7000007629395	-30.7999992370605	-22.2000007629395	12.8999996185303	89.1500015258789	-10.6000003814697	-23.2000007629395	22.6000003814697	-20.7000007629395	-11.6000003814697	7.94999980926514	-22.8999996185303	32.0999984741211	-40.9000015258789	19	31.6000003814697	-10.8000001907349	13.1999998092651	13.8000001907349	-26.7000007629395	-40.9000015258789	-42	21	23.0500001907349	46.0999984741211	29.1000003814697	35.2999992370605	-39.9000015258789	-15.1999998092651	-17.1500005722046	-7.45000004768372	15.5	30.8500003814697	16	46.4500007629395	55.2000007629395	24.75	-13.9000000953674	15.3000001907349	-16.6000003814697	36.8499984741211	-10.1999998092651	25.5	-15.1999998092651	38.5999984741211	-17.6000003814697
2	NA	21	17	34.5999984741211	13.8999996185303	-25.2000007629395	45.7000007629395	33.5999984741211	-17.9000005722046	49.7000007629395	24	38.5999984741211	26.75	-8.95000028610229	-37.7999992370605	-42.9000015258789	-31.7999992370605	21.0500001907349	-22.7999992370605	7.64999985694885	-26.7000007629395	48.7000007629395	8.30000019073486	-8.44999980926514	13.8999996185303	-23.7999992370605	40.0999984741211	-34.4500007629395	39.5999984741211	38.0999984741211	7.65000009536743	-10.5	-11.1500000953674	-30.2999992370605	-36.4000015258789	-15.1999998092651	25.5	24.7999992370605	42.7000007629395	29	31.1000003814697	-43.4000015258789	12.1999998092651	-15.8999996185303	27.1000003814697	11	23	17.5	43.2000007629395	51.7000007629395	20.1499996185303	-13.1000003814697	12.7000002861023	-19.7000007629395	48.2000007629395	7.5	36.5999984741211	-24.2000007629395	23.2000007629395	11.3000001907349
3	NA	NA	15.3999996185303	13.6999998092651	-25.7999992370605	11.1999998092651	-9.39999961853027	-10.8999996185303	-10.1000003814697	-10.1999998092651	-8.30000019073486	15.5	13.6999998092651	-13.6999998092651	11.2999997138977	27.5500001907349	42.7000007629395	-5.19999980926514	6.85000014305115	13.4499998092651	-10.1999998092651	16	10.8000001907349	12	9.60000038146973	13.6999998092651	20.4499998092651	12.5	-12.6000003814697	-11.1000003814697	-10.6000003814697	11.8999996185303	15.3999996185303	17	16.5	-12.1000003814697	8.5	-16.3499994277954	-16.7000007629395	-19.1000003814697	-8.19999980926514	26	14	14.5	11.3999996185303	-9	-19.7000007629395	8	12.8000001907349	17.5	17.5	14	9.80000019073486	10.5	12.1500000953674	8.75	11.1499996185303	12.0500001907349	16.3999996185303	26.8000001907349
4	NA	NA	NA	27.3999996185303	-22.7000007629395	-31.7999992370605	45.7000007629395	33.0499992370605	-13.6500000953674	36.8499984741211	20	40.0999984741211	36.0999984741211	17.3999996185303	-40.4000015258789	-55.25	-63.0999984741211	-19.4500007629395	-16.1000003814697	9.69999980926514	10.8999996185303	54.7000007629395	-19.9500007629395	8.80000019073486	-8.80000019073486	-23.2999992370605	48.7000007629395	-15.8000001907349	43.7000007629395	30.1000003814697	-9.30000019073486	-34.7999992370605	-30.7999992370605	-26.2999992370605	-32.5499992370605	11.6999998092651	21.0500001907349	27.1000003814697	59.7000007629395	21.5500001907349	12.8000001907349	-45.4000015258789	-21.2000007629395	-12.6000003814697	22.8000001907349	28.6000003814697	23.8500003814697	-27.7000007629395	37.5999984741211	44.2000007629395	-16.7000007629395	-27.2000007629395	15.5	-12.3000001907349	33.5999984741211	-7.35000014305115	16.8999996185303	-14	36.0999984741211	36.5999984741211
5	NA	NA	NA	NA	21.5	12.6000003814697	33.5999984741211	18.8999996185303	14.8999996185303	19.1999998092651	8.89999961853027	23	17	20.3999996185303	-16.6000003814697	-33.2999992370605	-58.5	-16.5999994277954	-9.10000038146973	23.8500003814697	12	22.6000003814697	-12.1000003814697	9.89999961853027	-18	-17.8999996185303	39.8499984741211	-10.8000001907349	23.0500001907349	23.5	10.5500001907349	-24.4500007629395	-26.5999994277954	-16.6500005722046	-16.2000007629395	8.80000019073486	18.7000007629395	24.6000003814697	11.75	12.25	17.5	-30.2999992370605	-12.6999998092651	13	17.6999998092651	18	23.6000003814697	-23.7000007629395	12.4499998092651	18.8999996185303	-14.6000003814697	10.1000003814697	24.6000003814697	13.2000002861023	26.1000003814697	-13.6000003814697	8.80000019073486	-8.60000038146973	11.9000000953674	17.3999996185303
6	NA	NA	NA	NA	NA	11.8000001907349	-29.2999992370605	-20.2000007629395	23.1000003814697	-17.7000007629395	-7.59999990463257	-33.7999992370605	-18.2999992370605	11.25	25.6000003814697	20.8999996185303	15.3000001907349	8.19999980926514	14.3999996185303	-14.8499999046326	15.5	-29.7999992370605	14.3999996185303	-9.10000038146973	-6.89999985694885	11.6999998092651	-30.2999992370605	13.8999996185303	-20.3999996185303	-13.1000003814697	15.0999999046326	14.8000001907349	14.3999996185303	11.3000001907349	13.1999998092651	-9.15000009536743	-11.6000003814697	9.10000038146973	-18.2000007629395	-10.1000003814697	-17.2000007629395	17.2999992370605	-13.6000003814697	-11.3499999046326	-16.7000007629395	7.69999980926514	18	20.3999996185303	-23.7000007629395	-19.1000003814697	5.90000009536743	6.09999990463257	-10.3999996185303	12.8999996185303	-22.2000007629395	8.80000019073486	-15.8999996185303	12.9499998092651	-22.2999992370605	-12.2000002861023
7	NA	NA	NA	NA	NA	NA	15.8999996185303	22.7999992370605	-12.6000003814697	36.0999984741211	22.3999996185303	32.5999984741211	43.7000007629395	43.2000007629395	22.4499998092651	-11.8999996185303	-18.2000007629395	-6.69999980926514	10.5	24	10.8000001907349	32.0999984741211	-10.3000001907349	-7.80000019073486	22.3999996185303	-16.6000003814697	28.9499998092651	-8.60000038146973	22.5500001907349	18.5	14	-20.2000007629395	-17.7000007629395	-22.2000007629395	-22.2000007629395	19.8999996185303	17.3999996185303	8	26.4499998092651	20.1999998092651	33.0999984741211	-11.25	12.1999998092651	-11.1000003814697	16.6999998092651	8.59999990463257	21.5500001907349	-8.45000028610229	34.5999984741211	42.9500007629395	-17.8999996185303	-13.6000003814697	15	-17.4500007629395	-16.6000003814697	17.2999992370605	20.5	7.79999995231628	25.1000003814697	0
8	NA	NA	NA	NA	NA	NA	NA	13.8999996185303	-11.3000001907349	9.19999980926514	-9.39999961853027	-14.8000001907349	14.5	17.5	-11.6000003814697	16	35.5999984741211	-7.90000009536743	-14.3000001907349	13.6000003814697	5.34999990463257	27.6000003814697	-12.6000003814697	10.5	15.8999996185303	-11.3999996185303	31.1000003814697	-12.6000003814697	24.1000003814697	16.8999996185303	-10.1000003814697	-27.7999992370605	6.79999995231628	-12.8000001907349	-14.1999998092651	-6.59999990463257	11.8499999046326	7.80000019073486	15.5	18.2999992370605	19.8999996185303	-20.7000007629395	14.3499999046326	7.40000009536743	16.5	10	-7.09999990463257	-20.7000007629395	23.5	27.6000003814697	8.5	-20.7000007629395	-7.19999980926514	-12.6999998092651	22.5	9.19999980926514	13	-9.10000038146973	23.5	0
9	NA	NA	NA	NA	NA	NA	NA	NA	12.5	17.5	8.89999961853027	-53	-41.4000015258789	-17.7999992370605	-11.1000003814697	34.5999984741211	58.2000007629395	26.75	-11.6000003814697	-12.3000001907349	10.6000003814697	-16.6000003814697	8.89999961853027	18.5	20.5	17	9.69999980926514	-13.8499999046326	-13.4499998092651	8	-10.75	15.5	10.1999998092651	22.8999996185303	17.5	12.3499999046326	-11.1000003814697	-9.69999980926514	-19.7000007629395	-11.5	-13.1000003814697	14	21.5	16	-14.1500000953674	8.69999980926514	-10.8999996185303	-10.6000003814697	-1.45000004768372	-11.1999998092651	13	-14.6000003814697	11.8000001907349	-11.6999998092651	-14.1999998092651	11	13.5	12.3999996185303	-12.6000003814697	0
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6000003814697	-23.7000007629395	-32.7999992370605	-34.7999992370605	-32.0499992370605	-49.5	-42.6500015258789	-35.4000015258789	21.3999996185303	-6.45000004768372	21.1000003814697	-12.6999998092651	32.5999984741211	14.5	10.8999996185303	-14.3000001907349	-12.3999996185303	40.8499984741211	-18.25	15.6999998092651	22.8999996185303	-19.8000001907349	-20.7999992370605	-13.2000002861023	-15.1500000953674	-17.7000007629395	15	15.5	15.3000001907349	21	12.25	-10.75	-26.7000007629395	20.5	-12.1000003814697	20.6499996185303	9.89999961853027	14.3000001907349	-11.1000003814697	34.5999984741211	24.5	13	-14.9499998092651	-15.9000000953674	-23.7000007629395	-17.7999992370605	-10.4500002861023	41.5999984741211	-7.5	20.5	0
