V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56
1	24.5	-22.5	-40.4000015258789	51.2000007629395	60.7000007629395	64.3000030517578	72.3000030517578	77.0500030517578	82.4000015258789	19.5	43.2000007629395	22.5	-30.2999992370605	-27.7000007629395	-32.2999992370605	-30.7999992370605	-22.2000007629395	18.4499998092651	46.2000007629395	56.7000007629395	92.9000015258789	97.4000015258789	-33.7999992370605	-34.7999992370605	-24.2000007629395	-29.2999992370605	-16.6000003814697	17.9499998092651	23	32.0999984741211	25.1499996185303	20.5	-28.7000007629395	-11	-7.75	13	21.6000003814697	-13	-9.60000038146973	31.8000001907349	47.7000007629395	37.0999984741211	-18.0499992370605	9.54999971389771	-7.90000009536743	-26.7999992370605	-13.1000003814697	0.850000143051147	-18.7000007629395	-25.7999992370605	-13.8500003814697	-12.7999997138977	-14.3000001907349	-8.19999980926514	37.5999984741211	32.5
2	NA	18.5	-16.2999992370605	41.7000007629395	43.2000007629395	63.0499992370605	64.3000030517578	68.8000030517578	77.3000030517578	-10.3000001907349	30.6000003814697	15.5	-15.6000003814697	-15.5	-11.6999998092651	-51.5	16.8999996185303	16	35.0999984741211	53.9500007629395	91.4000015258789	96.4000015258789	0	-38.2999992370605	-18.3500003814697	-15	8.19999980926514	32.8499984741211	18.5	26	-10.75	24.8000001907349	-13.6000003814697	-10.1999998092651	11	17.5	20.5	15.5	-13.3000001907349	26.6000003814697	46.7000007629395	21.5	-14	8.60000038146973	10.1999998092651	-7.59999990463257	-21.7999992370605	-29.8999996185303	-23.9500007629395	-35.4000015258789	-14	13.0999999046326	13.6999998092651	27.1000003814697	30.6000003814697	27.5
3	NA	NA	12.6000003814697	-18.2000007629395	-28.7000007629395	-17.6000003814697	-21	-22.3999996185303	17.5	18.3999996185303	23.1000003814697	10.6000003814697	8.30000019073486	-7.40000009536743	-14.6000003814697	-24.2999992370605	23	9.30000019073486	-9.89999961853027	-14.1999998092651	28.5	64.8000030517578	61.2999992370605	-33.3500003814697	-33.2999992370605	-13.8999996185303	13.5	15.3999996185303	10.8000001907349	13.3999996185303	-9.69999980926514	-8.30000019073486	11.8499999046326	11.8999996185303	9.19999980926514	-7.35000014305115	9.89999961853027	8.69999980926514	11.1000003814697	11	14	-15.1999998092651	-13.6000003814697	9.19999980926514	10.9499998092651	15.3999996185303	13.0500001907349	12.5	14.5	20.5	14.5	11.3999996185303	14	10.3499999046326	-9.60000038146973	-16.5
4	NA	NA	NA	18.5	11.5	23	-12.4500002861023	-33.7999992370605	-26.7000007629395	-21.2000007629395	36.0999984741211	20	-8.19999980926514	-20.2999992370605	12.8499999046326	-19.3000001907349	29.0500001907349	8.80000019073486	30.8000001907349	-8.80000019073486	27.8000001907349	47.9500007629395	-21.7000007629395	-28.2999992370605	-32.7999992370605	31.1000003814697	10.1000003814697	17.3999996185303	-27.0999994277954	-7.30000019073486	-13.6000003814697	18.2000007629395	15.5	-8.80000019073486	21.5	-10.1000003814697	18	11.6999998092651	-15.6000003814697	-37.8500003814697	17.6999998092651	11.9499998092651	18.3999996185303	17.3999996185303	14	16.5	7.5	-16.1000003814697	-23.5	-20.75	5.30000019073486	16.8999996185303	23.6000003814697	18.3999996185303	22.3999996185303	6.90000009536743
5	NA	NA	NA	NA	14.3999996185303	21.3999996185303	9.80000019073486	-12.3999996185303	-30.2999992370605	-20.7000007629395	30.8500003814697	24.2999992370605	14.5	-7.69999980926514	-12.6000003814697	-16.6000003814697	12.6999998092651	11.5	-10.8999996185303	-9.10000038146973	9	32.2999992370605	-9.19999980926514	-25.7000007629395	-12.8000001907349	17.8999996185303	-10.6000003814697	-16.6000003814697	15	30.1000003814697	22.1000003814697	17.2999992370605	-7.99999976158142	6.40000009536743	8.34999990463257	-8.69999980926514	-14.1000003814697	11.9499998092651	-9.89999961853027	-11.1000003814697	12.3000001907349	16	-13.6000003814697	8.44999980926514	10.3999996185303	10.6000003814697	8.19999980926514	-10.1999998092651	-10.9500002861023	-9.69999980926514	15	-8.60000038146973	-28.1000003814697	-37.2999992370605	-22.75	-25.8000001907349
6	NA	NA	NA	NA	NA	16.5	-14.1000003814697	-27.7000007629395	-21.7000007629395	-44.9000015258789	-32.2999992370605	-6.95000004768372	31.6000003814697	17.8999996185303	19	-17.6000003814697	34.0999984741211	11.5	19.8999996185303	17	-6.19999980926514	23.8500003814697	-53	-52.5	-32.2999992370605	33.5999984741211	9.5	-23.2000007629395	-22.4500007629395	18.1499996185303	-13.6000003814697	23.1000003814697	15.6999998092651	9.60000038146973	13.3000001907349	10.5	21	15	12.8000001907349	-21.7000007629395	29.1000003814697	-12.6000003814697	29	24.6000003814697	13.5999999046326	16.3999996185303	8	-9.45000028610229	-14.3500003814697	-27.4500007629395	-9.30000019073486	18.1999998092651	-21.7000007629395	-17.6000003814697	-20.7000007629395	12.1000003814697
7	NA	NA	NA	NA	NA	NA	-10.1000003814697	35.0999984741211	30.6000003814697	-26.0500001907349	-14.6999998092651	13.8000001907349	23.1499996185303	21.8500003814697	27.3500003814697	8.39999961853027	24.5	10.3000001907349	1.35000014305115	7.40000009536743	9.45000028610229	30.1000003814697	-17.2499990463257	-54	-27.7999992370605	24.1000003814697	-9.19999980926514	-20.3000001907349	-17.6999998092651	22	11.1000003814697	18	27.1000003814697	11.1999998092651	18.8499994277954	13.8999996185303	7.5	9.69999980926514	-17.6000003814697	-14.1000003814697	31.8499994277954	-12.3000001907349	12.5500001907349	11.5999999046326	-12.8000001907349	-8.89999961853027	-12.6000003814697	-22.2000007629395	-32.2999992370605	-26.5499992370605	14	9	-17.6000003814697	-17.6500005722046	-17.2000007629395	10.1999998092651
8	NA	NA	NA	NA	NA	NA	NA	10	48.7000007629395	-23.7000007629395	-26.2000007629395	-12.3999996185303	23.1000003814697	20	30.1000003814697	14.8999996185303	21.3999996185303	13	10.75	10.5	-6.5	29.3500003814697	26.1000003814697	-60.0999984741211	-15.6000003814697	23.5	7.30000019073486	15.3000001907349	-17.6000003814697	13.5	14.5	15.4499998092651	25.1000003814697	-8.69999980926514	-12.1000003814697	9.55000019073486	9.65000009536743	-7.30000019073486	-10.1999998092651	-9.80000019073486	17	9.69999980926514	12.6999998092651	-19.7999992370605	9.60000038146973	-17.5	7.90000009536743	-17.2000007629395	-28.5	-26.2999992370605	13.3999996185303	-6.69999980926514	-24.8500003814697	-16.6000003814697	-21.2000007629395	-12.6999998092651
9	NA	NA	NA	NA	NA	NA	NA	NA	16.7000007629395	-20.7000007629395	-24.7000007629395	-22.7000007629395	19	24.8500003814697	22.6000003814697	11.75	38.0999984741211	13.3999996185303	20.3999996185303	10.6999998092651	-10.6000003814697	8.44999980926514	-33.7999992370605	-46.4000015258789	-9.44999980926514	37.5999984741211	-11.3999996185303	9.60000038146973	-16.9000005722046	18.3999996185303	-9.84999990463257	21.5	21	-10.8000001907349	19.5999994277954	9.15000009536743	8.69999980926514	14	12.5	-16.2999992370605	11.1999998092651	14.5500001907349	32.3499984741211	13	-10.6000003814697	-25.7000007629395	-13.7000002861023	-19.2999992370605	-20.7000007629395	-25.5	10.0500001907349	-12.1999998092651	-20.7000007629395	-32.7999992370605	-11.1500000953674	-9.30000019073486
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3000001907349	12	22	-11.8000001907349	-17.9499998092651	-19.8499994277954	13.5	-11.4499998092651	8.39999961853027	-9.39999961853027	11.1999998092651	-17.2999992370605	22.8999996185303	17.3999996185303	-16.6000003814697	13.5	18.5	-12.6000003814697	-15.8999996185303	14.6999998092651	-19.2000007629395	14.1999998092651	8.55000019073486	-10.6999998092651	-10.8999996185303	-11.3000001907349	11.6999998092651	-10.1000003814697	-12.6000003814697	8.10000038146973	12.3999996185303	-13.1999998092651	15.5	13.1999998092651	8.10000038146973	-7.90000009536743	-18.4000005722046	-13.1000003814697	-7.19999980926514	-8.00000023841858	12	-16.6000003814697	-15.1999998092651	18.3999996185303	16	18	20
