V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107
1	18	6.25	40.0999984741211	41.2000007629395	67.8000030517578	71.3000030517578	-22.7000007629395	-7.30000019073486	-16.1000003814697	-8.39999961853027	-11.1999998092651	10.1999998092651	29.1000003814697	28.4499998092651	45.7000007629395	73.8000030517578	81.4000015258789	80.0500030517578	50.2000007629395	-29.2999992370605	-32.3500003814697	23.3999996185303	66.8000030517578	-38.9000015258789	-52.75	10.3000001907349	43.3999996185303	79.3000030517578	78.0500030517578	61.7000007629395	33.5999984741211	12	-13.6000003814697	-16.8999996185303	-12.3000001907349	32.0999984741211	36.9000015258789	0	21.2000007629395	10.0500001907349	44.4500007629395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.9000015258789	17.5	16.3999996185303	-19.6000003814697	18.5	11.3999996185303	-27.2000007629395	18	-16.7000007629395	12.6999998092651	24.6000003814697	22.6000003814697	18.9499998092651	11.1000003814697	-11.6999998092651	-15.8999996185303	-17.1000003814697	-33.7999992370605	-32.7999992370605	-8.80000019073486	-11.6000003814697	10.3999996185303	12.5	17.5	15	11.5	19	-9.60000038146973	11.5	17	-11.3499999046326	23.5	37.5999984741211	35.0999984741211	31.5	-11.1000003814697	57.9500007629395	76.5500030517578	26	38.8499984741211	-14.1000003814697	-8.44999980926514	77.8000030517578	84.4000015258789	79.3000030517578	56.7000007629395	15.9499998092651	13.8499999046326	9	14.5	24	47.2000007629395
2	NA	11.3999996185303	17.3999996185303	-36.7999992370605	19.7999992370605	-29.2999992370605	84.9000015258789	56.2000007629395	-30.7999992370605	-40	-56.5	-35.7999992370605	-29.7999992370605	-19.6000003814697	57.7000007629395	39.0999984741211	-29.5499992370605	-40.4000015258789	-21.2000007629395	25.1000003814697	-21.7000007629395	-30.7999992370605	-6.95000004768372	88.9000015258789	97.4000015258789	45.25	26.5	65.3000030517578	32.5	-45.9000015258789	-27.2000007629395	31.3500003814697	68.8000030517578	89.9000015258789	88.4000015258789	87.4000015258789	47.7000007629395	0	17.8999996185303	18	-15.1999998092651	-24.2000007629395	-26.3999996185303	9.09999990463257	37.8499984741211	55.2000007629395	0	0	0	0	0	0	0	0	0	53.2000007629395	-15.1000003814697	-7.80000019073486	18	-26.7000007629395	-14.1999998092651	20	-22.25	18.3999996185303	-21.7000007629395	-48.7000007629395	-45.9000015258789	-39.9000015258789	-28.2000007629395	-18.6000003814697	13.5	7.90000009536743	31.1000003814697	50.2000007629395	38.5999984741211	13	-22.4500007629395	-27.0499992370605	-36.2999992370605	-32.7999992370605	-12.6999998092651	-33.7999992370605	-18.7000007629395	-15.6999998092651	-18.7000007629395	20.5	-35.7999992370605	-34.1000003814697	-29	-20.2000007629395	16	-13.2000002861023	-32.5499992370605	25.6000003814697	94.4000015258789	92.6500015258789	74.3000030517578	-19.1000003814697	-59	-50	-8.60000038146973	67.5	66.3000030517578	28.0500001907349	-37.7999992370605	-62.0999984741211	16.2999997138977
3	NA	NA	-13.1000003814697	14.3999996185303	26.1000003814697	43.6499996185303	-16.6000003814697	-35.2999992370605	88.4000015258789	89.4000015258789	95.4000015258789	98.4000015258789	98.9000015258789	98.9000015258789	93.4000015258789	79.8000030517578	37.5999984741211	33.5999984741211	26	77.0500030517578	85.4000015258789	74.3000030517578	13.8999996185303	48.4500007629395	60.7000007629395	46.0999984741211	30.6000003814697	40.0999984741211	31	-38.6000003814697	-59.0499992370605	-58	-12.1999998092651	90.4000015258789	83.4000015258789	8.39999961853027	-56	0	97.9000015258789	94.6500015258789	60.2000007629395	61.2999992370605	49.2000007629395	38.8499984741211	62.2999992370605	57.2000007629395	0	0	0	0	0	0	0	0	0	-17.2999992370605	8.60000038146973	36.0999984741211	28.6000003814697	36.0999984741211	18.8999996185303	-25.2000007629395	-13.8000001907349	11	12.8999996185303	-11.6000003814697	-12.6000003814697	30.6000003814697	21	-13.7000002861023	-22.7000007629395	-26.9500007629395	-33.7999992370605	10.5	30.3500003814697	29.1000003814697	-16.2999997138977	-20.2999992370605	-14.1999998092651	35.5999984741211	12	15	16.3999996185303	-7.15000009536743	9.25	12.8000001907349	20.5	16	32.8499984741211	42.3499984741211	-12.6000003814697	12.1999998092651	16.5	-31.7999992370605	-15.8000001907349	43.2000007629395	53.2000007629395	48.2000007629395	32.8499984741211	26.1000003814697	-31.7999992370605	-15	35.5	75.5500030517578	96.4000015258789	97.9000015258789	0
4	NA	NA	NA	20.5	-21.7000007629395	60.2000007629395	25.1000003814697	-27.3499994277954	88.9000015258789	91.1500015258789	96.4000015258789	98.4000015258789	98.9000015258789	98.9000015258789	98.4000015258789	91.9000015258789	45.7000007629395	28.5	8.39999961853027	83.4000015258789	91.9000015258789	93.9000015258789	22.5	56.2000007629395	63.8000011444092	63.7999992370605	-16.6000003814697	84.4000015258789	75.0500030517578	-13.6000003814697	-60.5999984741211	-54.25	13.8000001907349	92.9000015258789	92.4000015258789	54.2000007629395	-68.0999984741211	0	97.4000015258789	0	95.9000015258789	88.9000015258789	84.4000015258789	82.4000015258789	79.8000030517578	71.8000030517578	0	0	0	0	0	0	0	0	0	-37.9000015258789	15.1500000953674	36.0999984741211	22.5	38.5999984741211	16	-37.4000015258789	-17.6000003814697	-8.69999980926514	22.3999996185303	25.25	34.8499984741211	38.3499984741211	40.0999984741211	24	-30.3499994277954	-30.2999992370605	-33.4000015258789	19.5	41.7000007629395	36.0999984741211	20	30	17	35.5999984741211	11.6999998092651	24.3000001907349	29.6000003814697	21.6000003814697	-18.7999992370605	-15.9500002861023	30.1000003814697	18.2999992370605	36.0999984741211	43.2000007629395	-22.7000007629395	22.6000003814697	26.6000003814697	-28.8499994277954	-7.45000004768372	48.5999984741211	55.7000007629395	50.4500007629395	45.7000007629395	47.7000007629395	-47.4500007629395	-39.9000015258789	13.6000003814697	69.3000030517578	96.4000015258789	98.9000015258789	0
5	NA	NA	NA	NA	11.3999996185303	13.5	-40.5	19	49.7000007629395	55.7000007629395	48.9500007629395	66.0500030517578	65.8000030517578	51.2000007629395	81.9000015258789	30.5	-31.5499992370605	-40.1500015258789	-24.2000007629395	65.5500030517578	92.4000015258789	93.9000015258789	20.5	-48.5	18.5	45.4500007629395	18.2999992370605	-57	94.9000015258789	95.9000015258789	67.3000030517578	-54.75	-64.0999984741211	56.7000007629395	94.9000015258789	95.9000015258789	72.8000030517578	0	-49.4500007629395	25.8999996185303	98.9000015258789	98.9000015258789	98.4000015258789	98.9000015258789	93.4000015258789	74.0500030517578	0	0	0	0	0	0	0	0	0	15.5	19	41.7000007629395	24.1000003814697	11.3000001907349	-21.7000007629395	-12.25	22.6000003814697	19.5	-8.80000019073486	-21.5	-14.3500003814697	-28.2999992370605	-17.6000003814697	-26.5	20.5	29.6000003814697	23.6000003814697	28.6000003814697	10.5	8.60000038146973	-23.6499996185303	-19.6000003814697	-18.6000003814697	-20.7000007629395	-20.7999992370605	-20.2000007629395	13.6499996185303	17.6000003814697	15.1999998092651	6.34999990463257	8.35000038146973	-14.1000003814697	11.5	32.5999984741211	16.2000007629395	10.0500001907349	8.60000038146973	20.8499994277954	-16.6000003814697	-26.25	-18.2000007629395	20.7999992370605	36.0999984741211	35.5999984741211	-33.2999992370605	-51	-38.9000015258789	-22.7000007629395	33.5999984741211	90.4000015258789	0
6	NA	NA	NA	NA	NA	23.6000003814697	-10.6000003814697	-43.9000015258789	30.1000003814697	27.1000003814697	17.5	25.6000003814697	44.7000007629395	17.5	-55.5	-52	81.3500022888184	95.4000015258789	94.9000015258789	98.4000015258789	98.4000015258789	97.4000015258789	24.8000001907349	35.5999984741211	61.2000007629395	11.3999996185303	59.7000007629395	-71.1999969482422	-61.3499984741211	96.9000015258789	96.4000015258789	94.1500015258789	82.4000015258789	88.1500015258789	93.4000015258789	95.9000015258789	97.9000015258789	0	-70.6999969482422	-64.0999984741211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-79.25	39.0999984741211	56.7000007629395	-17.6000003814697	49.7000007629395	16.3500003814697	-27.5500001907349	32.0999984741211	18.5	18.3999996185303	39.5999984741211	28.1000003814697	28.5	-14.3999996185303	-17.9000005722046	-24.5	-22.2000007629395	-35.7999992370605	6.90000009536743	18.6499996185303	35.2999992370605	34.8499984741211	18.25	-16.8999996185303	-15.6999998092651	-7.54999995231628	23	8.75	-10.9000000953674	25.4499998092651	-24.2999992370605	39.5999984741211	41.0999984741211	42.3999996185303	31.6000003814697	-20.7999992370605	18	22.6000003814697	-40.1500015258789	-12.6999998092651	12.4000000953674	13.75	37.5999984741211	39.0999984741211	30.6000003814697	-24.7000007629395	-20.7000007629395	-11.6000003814697	16.8999996185303	29.0500001907349	69.3000030517578	0
7	NA	NA	NA	NA	NA	NA	15.3999996185303	16	36.0999984741211	27.1000003814697	19.5	23.5	31.3000001907349	26.6000003814697	-15.1999998092651	31.1000003814697	87.1500015258789	90.9000015258789	85.4000015258789	93.9000015258789	98.4000015258789	98.9000015258789	-23.2000007629395	26.6000003814697	45.2000007629395	31.6000003814697	34.0999984741211	30.6000003814697	-13.6000003814697	-29.7999992370605	8.69999980926514	16.5	21	11.7000002861023	20	59.2000007629395	95.4000015258789	0	-10.8500003814697	-20.7000007629395	-39.9000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25.2999992370605	91.4000015258789	52.2000007629395	-26.7999992370605	29.6000003814697	-21.7999992370605	-27.2999992370605	36.5999984741211	-18.7000007629395	23.4499998092651	27.6000003814697	21.4499998092651	22.3999996185303	13.8499999046326	17	-19.6000003814697	-25.5	-40.6500015258789	-15	23.8000001907349	28.8500003814697	22.5500001907349	19.2000007629395	24.3000001907349	25.1000003814697	14.5	24.6000003814697	10.0999999046326	-8.60000038146973	8.69999980926514	-33.2999992370605	25.1000003814697	38.0999984741211	33.0999984741211	26.6000003814697	-9.60000038146973	25.5	41.5999984741211	-25.5	-8.55000019073486	19.5	29.6000003814697	38.5999984741211	46.2000007629395	44.7000007629395	-11.1000003814697	-16.1500005722046	12.2999997138977	-13.1500000953674	-13.6000003814697	27.5	0
8	NA	NA	NA	NA	NA	NA	NA	10.3000001907349	8.89999961853027	16.5	-46.5	-8.55000019073486	-19.7000007629395	-33.2999992370605	-17.2000007629395	21.5	40	34.5999984741211	23.3999996185303	9.39999961853027	20.8999996185303	34.5999984741211	40.8499984741211	89.9000015258789	74.3000030517578	35.5999984741211	18.4499998092651	35.0999984741211	61.7999992370605	90.4000015258789	96.4000015258789	98.9000015258789	98.9000015258789	33.2999992370605	-66.5999984741211	-41.9000015258789	-20.25	21.8999996185303	92.4000015258789	88.4000015258789	79.0500030517578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.9000015258789	16.7999992370605	-50	26.6000003814697	73.0500030517578	40.5999984741211	45.2000007629395	15.6500000953674	13.5999999046326	6.19999980926514	-34.7999992370605	-38.7999992370605	-32.0499992370605	-17.6000003814697	-13.1000003814697	24.5	26.5	41.0999984741211	23.3999996185303	-8.90000009536743	-14.2999997138977	-21.2000007629395	-25.5	-28.5	-21.9500007629395	-12.6000003814697	-36.3500003814697	-16.6999998092651	10.7000002861023	-16.2000007629395	24.1000003814697	-22.9500007629395	-39.9000015258789	-40.9000015258789	-38.6500015258789	15.5	-16.6000003814697	-24.8999996185303	27.1000003814697	-11.9000000953674	-18.2999992370605	-26.2000007629395	-15.1000003814697	-10.0500001907349	27.8499994277954	41.7000007629395	35.5999984741211	12.8000001907349	-33.7999992370605	-44.9000015258789	-57	0
9	NA	NA	NA	NA	NA	NA	NA	NA	11.1999998092651	-15.3000001907349	-46.9000015258789	-16.3499994277954	-24.5	-22.7000007629395	-16.7000007629395	-21.3999996185303	52.7000007629395	50.2000007629395	-11.6000003814697	32.5999984741211	72.8000030517578	74.3000030517578	79.3000030517578	98.4000015258789	92.9000015258789	22.8999996185303	8.30000019073486	12	-26.7999992370605	18.2999992370605	44.9500007629395	90.4000015258789	96.9000015258789	98.9000015258789	98.9000015258789	96.9000015258789	-35.6000003814697	0	-77.1999969482422	0	-60.0499992370605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-85.0500030517578	69.3000030517578	98.9000015258789	98.4000015258789	96.1500015258789	24.5	-13.6000003814697	-18.6500005722046	8.5	38.0999984741211	31.6000003814697	39.0999984741211	46.2000007629395	33.5999984741211	39.0999984741211	-18.6000003814697	11.1999998092651	33.0999984741211	15.5	29.8500003814697	23.5	19.5	27.0500001907349	17.5	12.3999996185303	14.8000001907349	7.59999990463257	-16.3999996185303	26.1000003814697	23.5500001907349	9	37.0999984741211	18.5	-9.20000028610229	-9.19999980926514	-12.6000003814697	-22.5	-19.7000007629395	-30.2999992370605	11.5	6.70000004768372	-24.75	-23.7000007629395	-16.8500003814697	-15.1000003814697	9.84999990463257	41.7000007629395	35.5999984741211	17.5	19	15.5	0
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	11.6999998092651	74.3000030517578	70.8000030517578	38.0999984741211	29.1000003814697	-28.7000007629395	39.0999984741211	49.7000007629395	8	69.0500030517578	81.9000015258789	82.9000015258789	78.3000030517578	95.4000015258789	57.2000007629395	-22.2999992370605	-18.2000007629395	-20.5	-43.6500015258789	-1.60000014305115	24.5	39.0999984741211	86.9000015258789	98.9000015258789	98.9000015258789	98.9000015258789	-19.7000007629395	0	-67.3499984741211	-68.0999984741211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-76.1999969482422	86.4000015258789	98.9000015258789	97.9000015258789	64.3000030517578	-13.1000003814697	-27.7999992370605	-18.4000005722046	9.69999980926514	27.1000003814697	29.5500001907349	36.5999984741211	45.2000007629395	39.3499984741211	25.8999996185303	-25.75	0	-5.30000019073486	-18.5500001907349	10.3000001907349	16.3999996185303	23.3000001907349	24.8000001907349	14.3999996185303	1.80000019073486	17.6499996185303	9.69999980926514	-14.6000003814697	8	-3.55000019073486	-30.5499992370605	28.0500001907349	12	6.90000009536743	-26.7000007629395	-22.4500007629395	-16.9500007629395	-20.6500005722046	-30.0499992370605	11.6999998092651	-14.1000003814697	-26.7000007629395	-25.5499992370605	-21.7000007629395	0	-16.7000007629395	36.5999984741211	31.6000003814697	28.6000003814697	25.5	25.1000003814697	0
