V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76
1	14.5	11.1000003814697	-23.2000007629395	-15.6000003814697	-7.59999990463257	37.5999984741211	32	-22.7999992370605	15	37.5999984741211	32.25	28.1000003814697	16.75	8.10000038146973	-15.3999996185303	-17.6000003814697	-22.7000007629395	-26.7999992370605	-22.7000007629395	-8.5	21.5	51.9500007629395	62.7999992370605	56.7000007629395	-29.2999992370605	-43.9000015258789	-48.9000015258789	-35.7999992370605	-26.7000007629395	-21.2000007629395	18.2000007629395	21	-11.6500000953674	-19.4500007629395	-18.3500003814697	-15.6000003814697	-44.9000015258789	-46.9000015258789	-58.0999984741211	-26.5499992370605	18.5	-20.7000007629395	-10.6999998092651	54.2000007629395	64.3000030517578	16.2000007629395	-27.2999992370605	32.5999984741211	38.5999984741211	91.9000015258789	-53	-47.5	-36.7999992370605	-29.8999996185303	-27.3999996185303	-18.4499998092651	-14.4500002861023	7.90000009536743	7.75	40.6499996185303	65.3000030517578	92.4000015258789	92.9000015258789	80.3000030517578	62.25	22	32.5999984741211	33.0999984741211	17.1999998092651	-12.1999998092651	28.1000003814697	21.8999996185303	21.6000003814697	27.3000001907349	9.5	-28.75
2	NA	28.6000003814697	-35.7999992370605	-48.9000015258789	-10.8999996185303	24.3999996185303	16.1000003814697	-6.59999990463257	-9.80000019073486	43.2000007629395	34	7.69999980926514	29.6000003814697	-8.89999961853027	21.5	-15.1999998092651	-11.1999998092651	-12.1999998092651	-6.54999995231628	-8.80000019073486	12.3999996185303	26	25	26.3500003814697	-0.150001525878906	-36.2999992370605	-23.5	-18.1000003814697	11.5999999046326	10	20.5	7.70000004768372	-13.0999999046326	-21.25	-26.8499994277954	-9.30000019073486	0	-44.9000015258789	-41.9000015258789	-8.60000038146973	13.0999999046326	-28.7999992370605	-11.6000003814697	39.3499984741211	45.7000007629395	-22.7000007629395	-25.2000007629395	-7.34999990463257	25.8500003814697	83.4000015258789	-33.7999992370605	-39.9000015258789	-42.9000015258789	-40.4000015258789	-30.0499992370605	-15.7000002861023	11.1999998092651	11.1999998092651	-19.4000005722046	18.9499998092651	39.5999984741211	77.0500030517578	88.9000015258789	62.7999992370605	53.2000007629395	-14.9000000953674	-12.8500003814697	11.3999996185303	-13.1999998092651	-9.55000019073486	15.3999996185303	22.5	10	15.5	8.55000019073486	14.3999996185303
3	NA	NA	13.8999996185303	-8.10000038146973	34.0999984741211	21.1000003814697	-9.10000038146973	20.2999992370605	-13.8000001907349	14.8000001907349	-12.1500000953674	-18.2999992370605	16.6000003814697	-11.8999996185303	10.5	-13.1500000953674	12.5	18	21	20.5	-11.6000003814697	-8.75	-15.6999998092651	-13.8999996185303	16.2000007629395	-10.6000003814697	29	26.1000003814697	26.6000003814697	12.4000000953674	8.89999961853027	-17.6000003814697	15	10.7000002861023	-11.6000003814697	10.1000003814697	-8.19999980926514	-14.1999998092651	-11.6000003814697	15.8000001907349	25.5	-15.4500002861023	8.30000019073486	18.5	22	-27.7000007629395	-27.7000007629395	8.80000019073486	-19.6000003814697	8.69999980926514	17.7000007629395	-34.7999992370605	-42.1500015258789	-31.2999992370605	11.1999998092651	17.3000001907349	17.7000007629395	20.5	21.5	-10.5999999046326	14.3999996185303	10.5	41.2000007629395	35.3499984741211	21	-13.9500002861023	-16.6000003814697	-21.2000007629395	-9.89999961853027	20	13.3999996185303	-7.39999985694885	-10.3999996185303	-9.10000038146973	13.3999996185303	23
4	NA	NA	NA	18.7000007629395	-30.3999996185303	-40.9000015258789	15	-26.7999992370605	17.5	25.1000003814697	32.3499994277954	38.5999984741211	23.5	20	-11.8000001907349	14.6999998092651	-45.1500015258789	-25.7000007629395	-35.7999992370605	-27.2999992370605	-7.19999980926514	10.6999998092651	8.95000028610229	39.2999992370605	44.6499996185303	12.5	-28.7000007629395	-20.9500007629395	-7.59999990463257	-12.1000003814697	-13.6000003814697	30.5500001907349	13.8499999046326	14.5	16.3999996185303	19.8999996185303	0.0999999046325684	-20.7000007629395	-30.0499992370605	-19.6000003814697	-15.6999998092651	33.0999984741211	-18.2000007629395	-11.6499996185303	44.6499996185303	30.8000001907349	11.3000001907349	-11.75	8.39999961853027	-9.89999961853027	12.1500000953674	-24.7000007629395	-34.2999992370605	-42.4000015258789	-42.9000015258789	-25.7000007629395	-16.6000003814697	-12.8000001907349	27	-31.5499992370605	11.3000001907349	-31.7999992370605	22.4499998092651	30.8500003814697	32.0999984741211	22.8999996185303	17.1499996185303	11.8499999046326	12.1999998092651	-12.75	-23.8499994277954	-0.150000095367432	13.8999996185303	-21.2000007629395	-19.7000007629395	36.5999984741211
5	NA	NA	NA	NA	14	12.3999996185303	-36.5499992370605	12.1999998092651	-6.90000009536743	26.0500001907349	-7.40000009536743	-13.6500000953674	23.8999996185303	-9.30000019073486	15.8999996185303	7.80000019073486	10.8000001907349	-7.80000019073486	21.1000003814697	27.0500001907349	10.5	23.6000003814697	-15.8000001907349	-11.3999996185303	33.5999994277954	-20.7999992370605	26.1000003814697	-14.5500001907349	11.1999998092651	19.8499994277954	8.19999980926514	-15.1000003814697	-9.39999961853027	-13.8999996185303	-20.2000007629395	10.8499999046326	-16.6000003814697	-10.3499999046326	9.60000038146973	10.3999996185303	23	-17.6000003814697	8.30000019073486	18	9.65000009536743	24	11.0500001907349	13.5999999046326	24.6000003814697	14.5	7.09999990463257	-24.7000007629395	-30.2999992370605	-38.0499992370605	-17.1500005722046	-17.1000003814697	-28.7000007629395	-23.25	19	-16.2999992370605	12.3999996185303	-22.7000007629395	31.6000003814697	19.5	14	-12.2999997138977	-18.9500007629395	-28.7999992370605	-12.6999998092651	12.5	21.5	23.5	8.5	13	16.3999996185303	17
6	NA	NA	NA	NA	NA	13.3000001907349	-13.6000003814697	27.1000003814697	8.60000038146973	26.1000003814697	29.1000003814697	-17.6000003814697	11.3999996185303	-20.7000007629395	26.6000003814697	14.5999999046326	14	12.5	19.5	22	-7.40000009536743	12.5	-16.25	-16.6999998092651	10.5	-15.3000001907349	26	28.1000003814697	20.5	18	9	-29.7999992370605	12.6000003814697	-15.6999998092651	-16.7000007629395	17.5	14.5	18.5	13.3499999046326	16	17.3499994277954	-25.5500001907349	13	-14.6000003814697	-11.1999998092651	-0.350000381469727	7.59999990463257	12.5	-12.6999998092651	-12.6000003814697	-15.6000003814697	-25.2000007629395	-20.3999996185303	-24.7999992370605	-26.2999992370605	-31.7999992370605	-30.7999992370605	-24.7000007629395	21.5	25	12.1000003814697	-13.25	-11.6999998092651	-16	-20.7999992370605	-21.7000007629395	13.5	-27.2000007629395	9.5	16.25	9.39999961853027	-9.10000038146973	11.3000001907349	16	9	15.5
7	NA	NA	NA	NA	NA	NA	13.8999996185303	-38.7999992370605	-14.3000001907349	16.6000003814697	27.5	39.0999984741211	24.0500001907349	10	13.5999999046326	11.5500001907349	-14.1000003814697	-20.7999992370605	-16.6000003814697	-18.0499992370605	9.69999980926514	8.80000019073486	11.3000001907349	25.9499998092651	27	13.5	-9.20000028610229	-10.75	-18.75	-11.4499998092651	-7.80000019073486	32.5999984741211	-6.75	-9.39999961853027	13	9.69999980926514	-10.2000002861023	-12.3999996185303	-16.5	-22.2000007629395	-24.7000007629395	21.6000003814697	-9.39999961853027	9.89999961853027	28.1000003814697	19.5	18.5	9.15000009536743	26.5	-14.1999998092651	21	26.6000003814697	25.3999996185303	21.3999996185303	14.1999998092651	21	8	-20.2000007629395	-12.1000003814697	-12	21.8999996185303	-11.2000002861023	-6.90000009536743	10.0999999046326	-21.0500001907349	-30.7999992370605	-38.2999992370605	-11.6000003814697	-27.7000007629395	-9.69999980926514	15.5	11.6500000953674	27.1000003814697	-9.10000038146973	-16.2000007629395	34.5
8	NA	NA	NA	NA	NA	NA	NA	20.5	-28.7000007629395	-31.2999992370605	-38.7999992370605	-31.7999992370605	18.1000003814697	-35.9000015258789	15.1500000953674	-11.1999998092651	25.1000003814697	33.0999984741211	36.5999984741211	38.5999984741211	-13.6000003814697	15.1999998092651	-16.6000003814697	-15.8500003814697	-19.75	23.1000003814697	48.2000007629395	39.5999984741211	28.6000003814697	17.7999992370605	-8	-37.7999992370605	-7.79999995231628	20.5	-7	-21.7000007629395	20.5	29.6000003814697	38.5999984741211	14.5	18	-36.7999992370605	18	11.5	-36.7999992370605	-30.2999992370605	-7	11.8499999046326	-9.89999961853027	10	-31.7999992370605	-14.6000003814697	-15.6000003814697	9.30000019073486	34.5999984741211	43.2000007629395	42.5999984741211	38.3499984741211	-10.8000001907349	23.6000003814697	11.2999997138977	24.1000003814697	12.3999996185303	-7.69999980926514	30.1000003814697	-18.4000005722046	-44.4000015258789	-38.7999992370605	-12.9499998092651	19.8999996185303	15.5	10.5	-9.39999961853027	31	23.6000003814697	-12
9	NA	NA	NA	NA	NA	NA	NA	NA	12.1999998092651	-29.7999992370605	13.1000003814697	20	15	-20.7000007629395	18.3999996185303	20.2999992370605	18.6499996185303	12.5	11.25	-11.6000003814697	10.5	-9.89999961853027	-12.3999996185303	-33.3500003814697	-40.9000015258789	18.5	10.3000001907349	-16.8499999046326	6.69999980926514	9	11.8000001907349	8.69999980926514	19.5	21.6000003814697	19	19.3999996185303	29.6000003814697	18	16.5	7.5	-22.8999996185303	18.5	9.25	-26.2000007629395	-14.8999996185303	10.1999998092651	8.89999961853027	-11.8000001907349	8.10000038146973	-11.6000003814697	-10.3000001907349	29.6000003814697	31	36.0999984741211	24.3500003814697	18	18.5	14	-10.4499998092651	-13.7000002861023	-16.7999992370605	9.5	-14.1500000953674	-22.7000007629395	18	40.5999984741211	60.7000007629395	52.7000007629395	35.2999992370605	-16.2000007629395	-11.6000003814697	6.5	-10.8000001907349	-30.1499996185303	-20.7000007629395	24.25
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6000003814697	22.2999992370605	-5.95000004768372	33.0999984741211	-22.7999992370605	19.5	18.5	26.5500001907349	32.0999984741211	16.5	-9.5	7.40000009536743	20	-17.2000007629395	-30.7999992370605	-23.7000007629395	18	17	22.6999998092651	10.3000001907349	18.2999992370605	10	-20.7000007629395	13.5	10.5	-0.299999952316284	-10.6999998092651	13.6999998092651	22.8999996185303	43.7000007629395	13.5	-10.75	26.1000003814697	-8.30000019073486	13.8000001907349	-16	19.5	29.0500001907349	15.5	6.5	9.40000009536743	13.5	57.7000007629395	61.2000007629395	59.2000007629395	36.0999984741211	27.1000003814697	30.6000003814697	31	-22.2000007629395	12.3000001907349	-17.7000007629395	9.90000009536743	-19.2000007629395	-33.2999992370605	-22.7000007629395	14.5	68.8000030517578	55.2000007629395	41.5999984741211	-30.7999992370605	-31.0499992370605	-25.7999992370605	-19.6000003814697	-23.7999992370605	-20.7000007629395	23.5
