V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	NA	NA	NA	55.2000007629395	54.2000007629395	0	0	0	0	0	0	0	0	0	0	0	6.40000009536743	0	7.40000009536743	0	0	0	0	0	0	-11.1499996185303	0	19	13.3999996185303	12.5	0	0	-31.5	-28.3999996185303	30.6000003814697	-67.0999984741211	-78.1999969482422	70.3000030517578	72.3000030517578	-41.7999992370605	-44	0
5	NA	NA	NA	NA	12	-19.8999996185303	-84.3000030517578	-88.3000030517578	-13.5	10.8999996185303	13.3000001907349	-7.64999985694885	13	0	-10.1999998092651	-6.40000009536743	7.80000019073486	-4.69999980926514	6.90000009536743	-5.10000014305115	-12.6999998092651	-8.94999980926514	-7.59999990463257	-6.20000004768372	13	9.5	13	21.5	14.6999998092651	-0.849999904632568	0	12.9000000953674	18	-32.9000005722046	49.1499996185303	-71.6999969482422	-77.1999969482422	41.2000007629395	58.2000007629395	25.3999996185303	31.6500005722046	0
6	NA	NA	NA	NA	NA	-29.2999992370605	0	0	78.5500030517578	0	-23	-18.9500007629395	23.7999992370605	0	-20.7000007629395	0	9.39999961853027	-6.40000009536743	0	5.80000019073486	0	-6.65000009536743	0	-8.5	0	10.3500003814697	0	0	0	-10.8999996185303	0	0	-29.2999992370605	-30.7999992370605	53.7000007629395	-83.3000030517578	0	-20.2999992370605	0	0	0	0
7	NA	NA	NA	NA	NA	NA	14.8999996185303	0	0	0	0	0	0	0	0	-12.1000003814697	0	0	15.1999998092651	10.0500001907349	0	0	23	16.2999992370605	0	0	39.0499992370605	37.8499984741211	-7.59999990463257	-22.5	-13.6000003814697	10.1000003814697	34.0999984741211	40.7999992370605	29.3499994277954	33.9000015258789	97.4000015258789	98.9000015258789	-75.1999969482422	0	-42.9000015258789	0
8	NA	NA	NA	NA	NA	NA	NA	23.6000003814697	-56.5999984741211	23	62.7999992370605	-80.3000030517578	-79.1999969482422	0	-53.5999984741211	-15.6000003814697	9.45000028610229	7.80000019073486	14.8000001907349	-11.3000001907349	-22.2000007629395	-22.0999994277954	20.2999992370605	15.8000001907349	-16.6500005722046	-11.1999998092651	41.0999984741211	34.5	-22.2000007629395	-32.7999992370605	-32.7999992370605	-29.7999992370605	48.5999984741211	42.5999984741211	-26	63.7000007629395	50.7000007629395	-46.9000015258789	-81.3000030517578	-33.7999992370605	-19.6000003814697	0
9	NA	NA	NA	NA	NA	NA	NA	NA	-7.64999985694885	-17.8500003814697	-22.7000007629395	35.0999984741211	73.3000030517578	0	35.0999984741211	10.8000001907349	-20.7000007629395	-12.2000002861023	-17.4499998092651	10.6999998092651	-7.19999980926514	-21.2000007629395	-11.5500001907349	17	10.25	-27.5999994277954	-16.7000007629395	-18.7999992370605	29.5	61.2000007629395	53.7000007629395	49.4500007629395	-12.1999998092651	33.0999984741211	-46.0999984741211	83.9000015258789	55.2000007629395	-21.7000007629395	-76.1999969482422	-39.9000015258789	22.5	0
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.9000000953674	26.5	46.7000007629395	43.2000007629395	0	-31.7999992370605	-23.7000007629395	-12.9500002861023	-7.74999976158142	-10.6999998092651	7.69999980926514	12.3000001907349	-19.6000003814697	-30.7999992370605	22.6499996185303	52.2000007629395	32.0999994277954	32.5999994277954	33.0999984741211	38.8499984741211	50.2000007629395	0	0	-19.2999992370605	16.9499998092651	26.6000003814697	-14.3999996185303	29.1000003814697	31.5999994277954	33.7999992370605	0	0	0
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8999996185303	-15.1000003814697	18.8999996185303	-15.6499996185303	-19.2000007629395	5.80000019073486	-9.55000019073486	8.34999990463257	8.69999980926514	7.69999980926514	9	-9.69999980926514	8.55000019073486	-11.5	14	21	32.0999984741211	35	37.5999984741211	-7.40000009536743	-9.95000028610229	10.1999998092651	9.69999980926514	14	14.3999996185303	15	52.1499996185303	51.2999992370605	32.2999992370605	-31.7999992370605	-12.6000003814697	0
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	-18.8999996185303	0	33.0999984741211	16.5	17	8.30000019073486	8.75	6.69999980926514	12.5	20	7.30000019073486	19	-35.7999992370605	-20.7999992370605	-38.2999992370605	-45.9000015258789	-35.7999992370605	-28.0499992370605	-12.75	13	-10	-31.2999992370605	-23.2000007629395	-23.3999996185303	-31.2999992370605	-40.9500007629395	-45.9000015258789	-21.7000007629395	-25.9500007629395	0
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.30000019073486	0	27.1000003814697	19.6999998092651	25.3000001907349	10.5	14.5	-6.90000009536743	-11.5	25.8999996185303	7.5	18	-29.7999992370605	-17.9000005722046	-41.9000015258789	-56	-39.1000003814697	-33.2999992370605	-15.0499997138977	7.90000009536743	12	-35.6000003814697	-23.2000007629395	-47.4500007629395	-35.8500003814697	-35.5	-40.7000007629395	0	31.7999992370605	0
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15.3000001907349	-56	0	10.8000001907349	0	31.6000003814697	0	0	0	0	0	0	0	0	0	0	0	0	-16.7000007629395	0	0	0	0	0	0	0	0	0
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8000001907349	-17.6000003814697	-18.2000007629395	15.5	9.30000019073486	21.1000003814697	-38.0499992370605	-27.7000007629395	-26.7000007629395	10	-34.7999992370605	20.5	56.4500007629395	68.3000030517578	40.0999984741211	25.1000003814697	-10.5499997138977	-14.3000001907349	-8.89999961853027	-30.7999992370605	32.5999984741211	67.5500030517578	59.7000007629395	39.5999984741211	43.2000007629395	0	35.5999984741211	0
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12	36.5999984741211	25.6000003814697	22.1000003814697	-8.19999980926514	-12.6999998092651	-14.6000003814697	19.3999996185303	-6	-13.6000003814697	-13.1000003814697	20.5	32.5999984741211	26.5	17.2000007629395	-11.3500003814697	-9.84999990463257	9.80000019073486	8.20000028610229	6.59999990463257	33.0999984741211	24.6000003814697	12	13.6999998092651	41.0999984741211	29.75	17
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.5	-22.7999992370605	14.8999996185303	-14.8000001907349	10.8000001907349	-15.6000003814697	17.8999996185303	-7.69999980926514	21.1000003814697	-12.6000003814697	19.1000003814697	11	19.3999996185303	9.5	-12.5500001907349	-8.19999980926514	14.5	19.5	-9.19999980926514	-17.6000003814697	-27.9500007629395	-37.7999992370605	-22.7000007629395	-14.6000003814697	-18.7000007629395	20
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.8999996185303	-17.1000003814697	-15.1999998092651	-22.7000007629395	-10.1000003814697	-9.65000009536743	19	14.5999999046326	18.3999996185303	-15.6999998092651	-16.7999992370605	-26.7000007629395	-30.2999992370605	-21.2000007629395	-19.2999992370605	-9.19999980926514	8.5	15.8999996185303	9.30000019073486	-12.2999997138977	-16.0000004768372	-21.7000007629395	-31.8000011444092	-29.2999992370605	12.5
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5	-11.3999996185303	-18.5	-17.0500001907349	35.5999984741211	14.3000001907349	32.0999984741211	13.5	24	25.8999996185303	23.5	10.8000001907349	19	15	-8.05000019073486	25	10.1500000953674	20.4499998092651	14.3000001907349	19	14.8000001907349	-10.8000001907349	-21.7999992370605	18.2999992370605
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.80000019073486	20.3999996185303	27.1000003814697	-13.1000003814697	-8.60000038146973	-28.2999992370605	12.5	-16.2000007629395	-9.30000019073486	-9.89999961853027	13	11.5	12.3000001907349	9.5	6.19999980926514	-9.69999980926514	11.5	12.8000001907349	10.4000000953674	9.69999980926514	12.3499999046326	16.1000003814697	8.5
