V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59
1	-11.6999998092651	29.6000003814697	-54.0999984741211	-38.7999992370605	44.7000007629395	38.5999984741211	-27.25	-18.2999992370605	27.6000003814697	37.5999984741211	29.3500003814697	-16.2000007629395	-18.6000003814697	13.3000001907349	34.0999984741211	35.8499984741211	48.9500007629395	55.7000007629395	70.8000030517578	-58	-58	-45.9000015258789	-45.4000015258789	9.19999980926514	-10.3999996185303	25.5	-10.1000003814697	-18.1999998092651	-25.7999992370605	-23.5	-1.29999995231628	0	-56.5	-47.9500007629395	-15.8000001907349	-24.7999992370605	-27.2000007629395	9.30000019073486	53.9500007629395	66.3000030517578	26.1000003814697	58.4500007629395	-41.6500015258789	-51.25	17.5	63.5499992370605	-10.8999996185303	-16.4000005722046	15.6999998092651	53.7000007629395	52.7000007629395	79.5500030517578	40.5999984741211	32.8499984741211	-10.1999998092651	10.8999996185303	38.3499984741211	35.5999984741211	15.25
2	NA	15.5	20.5	-29.7999992370605	24.1000003814697	19.5	-6.64999985694885	-10.3000001907349	-8.80000019073486	-10.75	-7.80000019073486	-10.6999998092651	-12.6000003814697	9.30000019073486	16.3999996185303	-9.60000038146973	22.0500001907349	33.0999984741211	48.2000007629395	35.5999984741211	-58	-47.4000015258789	-20.2000007629395	7	16.5	22.1000003814697	-14.8999996185303	-8.89999961853027	-20.75	-23.5	-8.10000038146973	-24.7000007629395	-34.7999992370605	-35.2999992370605	-14.6000003814697	31	-20.7000007629395	-6.40000009536743	29.3500003814697	47.2000007629395	-17.6000003814697	20.3999996185303	-34.2999992370605	-41.4000015258789	10	50.7000007629395	-20.2000007629395	-34.7999992370605	-23.2999992370605	27.6000003814697	25.6000003814697	56.2000007629395	23	9.90000009536743	-11.1999998092651	7.90000009536743	8.59999990463257	-10.6000003814697	13.8000001907349
3	NA	NA	16.3999996185303	7.75	19	17.1999998092651	34.5999984741211	26.6000003814697	-26.75	-33.7999992370605	-38.7999992370605	-12.6000003814697	16.4499998092651	-12.6999998092651	-8.49999976158142	-21.7000007629395	-19.7999992370605	-18.7000007629395	-9.10000038146973	-11.9499998092651	-47.9000015258789	-45.6500015258789	30.6000003814697	-10.1000003814697	11.5	-10.3000001907349	-18.7000007629395	-16.6000003814697	9.89999961853027	-20.2999992370605	-9.39999961853027	-12.1000003814697	-15.1999998092651	-15.6000003814697	-9.60000038146973	30.1000003814697	-17.7000007629395	12	42.2000007629395	19.5	0	-9.89999961853027	-16.3999996185303	-27.2999992370605	11.1999998092651	54.2000007629395	-22.7000007629395	-25.7000007629395	-22.7000007629395	20.5500001907349	-14.6999998092651	10.5	-19.4499998092651	-25.0499992370605	18.8999996185303	-8.19999980926514	11.8000001907349	-12.8000001907349	19.8999996185303
4	NA	NA	NA	14.8999996185303	-13.3999996185303	-11.6000003814697	19	15	13.5	22.6000003814697	20.5	10	15.8000001907349	15	-12.1000003814697	-16.6000003814697	-13	-8.84999990463257	-16.1000003814697	15.8999996185303	6.5	-17.3999996185303	15.5	7.69999980926514	-8.69999980926514	7.5	13	7.30000019073486	12.5	8.5	13	11.1999998092651	-9.55000019073486	-14.1999998092651	12.5	15.5	-12	8	12.5999999046326	18.5	19.7999992370605	-8.60000038146973	8.10000038146973	-16.2000007629395	-12.6999998092651	23.1000003814697	14.3999996185303	-9.60000038146973	-10.9000000953674	11.3000001907349	7.75	-8.89999961853027	-12.8999996185303	-11.6999998092651	11.1000003814697	13.5	13.5	7.5	10
5	NA	NA	NA	NA	23.1000003814697	5.80000019073486	36.0999984741211	17.3999996185303	-14	-8.85000038146973	-9.84999990463257	-12.1999998092651	21.25	8.70000028610229	-9.65000009536743	-20.0499992370605	-8.19999980926514	8.89999961853027	-19.6000003814697	15	11.3999996185303	13.4499998092651	21.5	-10.1000003814697	18.6999998092651	-14.6999998092651	-22.2000007629395	-10.75	25.8999996185303	-14.6999998092651	-13.5	0	25.1000003814697	23.6000003814697	15.5	20.3999996185303	-12.3000001907349	15.8000001907349	17	-15.6999998092651	-45.9000015258789	-12.3000001907349	-9.5	-20.9500007629395	-16.7000007629395	23.25	-8.89999961853027	-13.6000003814697	-11.6000003814697	13.9499998092651	9.79999971389771	-9.89999961853027	-23.5	9.45000028610229	20.2999992370605	14.5	14.6999998092651	-15.6999998092651	18
6	NA	NA	NA	NA	NA	15.1999998092651	-13.1000003814697	-39.4000015258789	-15.6000003814697	12.6999998092651	23.1000003814697	20.5	-9.19999980926514	-9.69999980926514	8.94999980926514	-10.5	13.5	12.6500000953674	17.9499998092651	18.8499994277954	15.3999996185303	9.39999961853027	9.34999990463257	11.6000003814697	-12.6999998092651	9.89999961853027	19.8000001907349	14.8000001907349	-13.4499998092651	7	-6.80000019073486	-11.6000003814697	-6.5	9.44999980926514	-12.1000003814697	-18.7999992370605	14.6999998092651	-7.80000019073486	-13.8999996185303	14.9499998092651	12.5	9.80000019073486	10.3000001907349	10.8999996185303	-9.69999980926514	-22.8000001907349	11	-11.6999998092651	10.9000000953674	-7.90000009536743	17.2000007629395	9	-14.6999998092651	-16.6000003814697	-12.6000003814697	13.3999996185303	12.25	22.5	-12.1999998092651
7	NA	NA	NA	NA	NA	NA	24.8999996185303	-17.1000003814697	-57	-46.5	-41.9000015258789	-7.20000004768372	26.5500001907349	23.8500003814697	-7.59999990463257	-35.0499992370605	-22.7000007629395	-15.1499996185303	-17.7000007629395	-23.3499994277954	-61.5999984741211	-47.9000015258789	38.0999984741211	10.6000003814697	17.7999992370605	11.3000001907349	5.69999980926514	-11.1999998092651	-8.30000019073486	10.4499998092651	-17.7000007629395	-11.8000001907349	25.6000003814697	31.6000003814697	10.9499998092651	24.8999996185303	-43.4000015258789	15.8499999046326	22.6999998092651	-23.7000007629395	13.8999996185303	10.5	-25.7000007629395	-12.6000003814697	16.8999996185303	12.3000001907349	-15.6999998092651	22	37.8499984741211	25.2999992370605	9.75	16.1999998092651	-29.0999994277954	9	23.6000003814697	11	-10.5499997138977	-18.6000003814697	30.1000003814697
8	NA	NA	NA	NA	NA	NA	NA	21	-20.7000007629395	-36.7999992370605	-43.4000015258789	-15.6000003814697	34.5999984741211	16.5	10.1000003814697	-28.2000007629395	-33.9000015258789	-18.1000003814697	-37.7999992370605	-26	-60.0999984741211	-44.4000015258789	39.0999984741211	-14.6999998092651	30.1000003814697	-16.4499998092651	-18.6000003814697	12.6999998092651	14	14	-12.3000001907349	-21.2999992370605	31.1000003814697	37.3499984741211	13.5	15.75	-18.1000003814697	15	11.1999998092651	-32.7999992370605	-23.2000007629395	-6.90000009536743	-29.7999992370605	-21.7000007629395	18	17.7000007629395	-13.6000003814697	12.9000000953674	30.3500003814697	28.8000001907349	12.6999998092651	22	-11.3000001907349	13	28.1000003814697	-11.3999996185303	-8.5	-19.8999996185303	20.5
9	NA	NA	NA	NA	NA	NA	NA	NA	13.5	-30.7999992370605	24.75	18	12.6999998092651	-8.89999961853027	15	-10.6999998092651	10.0500001907349	11.3000001907349	-21.7000007629395	-29.2999992370605	-31.7999992370605	20.5	16.3999996185303	9.39999961853027	-14.3000001907349	-9.30000019073486	11.6999998092651	17.5	23.6000003814697	19	15.5	-15.4999995231628	16.2999992370605	23.3000001907349	12.1000003814697	-14.7000002861023	24.75	-7.59999990463257	-29.7999992370605	-26.5500001907349	9.75	-10.4499998092651	9.39999961853027	37.5999984741211	17.5	-14.4500002861023	-11.1000003814697	-8.89999961853027	-15.8999996185303	-25.7999992370605	10.1999998092651	-16.6500005722046	28	33.5999984741211	13.3000001907349	-15.1000003814697	-14.6000003814697	-5.54999995231628	-13.25
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5	30.6000003814697	10.8000001907349	27.3000001907349	7.59999990463257	20.4499998092651	-10.1999998092651	16.5	31.6000003814697	-12.6000003814697	-34.7999992370605	-41.9000015258789	27.1000003814697	14.8000001907349	-18.2000007629395	-17.4499998092651	-9.60000038146973	11.8999996185303	15	22	7.5	-13.3000001907349	-15.6999998092651	26.4499998092651	29	7	8.69999980926514	21.5	14.0500001907349	-27.75	-12.1000003814697	12.5	12.8999996185303	-12.1000003814697	46.7000007629395	22	-37.6000003814697	-10.1000003814697	22.75	20.5	-29.2999992370605	15.6999998092651	10.8000001907349	8.69999980926514	51.4500007629395	-21.7000007629395	-22.2000007629395	-11.6000003814697	-13.1000003814697	23.3999996185303
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.3499999046326	-11.3000001907349	24.3000001907349	18.7999992370605	13.8999996185303	-14.6999998092651	19.7000007629395	22.1000003814697	6.80000019073486	0	-39.9000015258789	16.5	14.5	-11.6000003814697	-16.9000005722046	-7.80000019073486	0	13.5	0	0	-14	0	24.6000003814697	31.6000003814697	9.69999980926514	-15.1500000953674	27.6000003814697	15.8999996185303	-29.7999992370605	-0.850000143051147	18.5	12.8000001907349	-19	46.4500007629395	37.5999984741211	-38.8500003814697	9.84999990463257	39.0999984741211	15.8999996185303	-18.6000003814697	11.8000001907349	12.0999999046326	-6.09999990463257	37.3499984741211	-25.7999992370605	-25.7000007629395	-20.4500007629395	-18.2000007629395	13.8000001907349
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.80000019073486	-12.6000003814697	20.9499998092651	8.30000019073486	11.1999998092651	-10.8999996185303	9.30000019073486	16	15.5	33.5999984741211	19.5	-6.69999980926514	7.80000019073486	7	11.8999996185303	7.19999980926514	-10.6000003814697	-18.2000007629395	-11.1999998092651	7.09999990463257	1.40000009536743	-9.69999980926514	11.25	-8.19999980926514	-15.3999996185303	12.5	-8.60000038146973	10.6999998092651	13.5	-9.39999961853027	10.5	13.1999998092651	10.5	-6.59999990463257	13.8999996185303	9.80000019073486	10.3999996185303	7.19999980926514	9.5	-6.45000004768372	11.8999996185303	12.3000001907349	-12.6999998092651	-8.69999980926514	9.80000019073486	-12.6000003814697	9.75	31.1000003814697
